idx,partition,spk_a,utt_a,spk_b,utt_b,snr_a,snr_b,dur_sec,wav_a,wav_b,mp4_a,out_wav,out_mp4
116,val,part_35000-40000_vg0055,2d4eabfe-71e8-4740-a4b8-31342f1ebbf7,part_30000-35000_vg0029,1dc5a665-22bd-44b6-96b8-4741cf0bb0b2,0.000000,-3.074569,5.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_35000-40000/2d4eabfe-71e8-4740-a4b8-31342f1ebbf7.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/1dc5a665-22bd-44b6-96b8-4741cf0bb0b2.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_35000-40000/2d4eabfe-71e8-4740-a4b8-31342f1ebbf7.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0116.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0116.mp4
117,train,part_35000-40000_vg0061,2e00e967-6c3f-4f22-9d1e-cf2f6d2fb128,part_25000-30000_vg0095,19a6c99f-2573-489d-8ec2-3e6a1f94cf50,0.000000,-3.962058,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_35000-40000/2e00e967-6c3f-4f22-9d1e-cf2f6d2fb128.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/19a6c99f-2573-489d-8ec2-3e6a1f94cf50.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_35000-40000/2e00e967-6c3f-4f22-9d1e-cf2f6d2fb128.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0117.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0117.mp4
118,val,part_10000-15000_vg0054,2d48e2a0-0c3f-4e29-86b0-468efd25e868,part_85000-90000_vg0018,7be58651-6ebc-4792-8113-72f6591e4933,0.000000,-5.861428,10.008,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/2d48e2a0-0c3f-4e29-86b0-468efd25e868.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/7be58651-6ebc-4792-8113-72f6591e4933.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_10000-15000/2d48e2a0-0c3f-4e29-86b0-468efd25e868.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0118.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0118.mp4
119,train,part_40000-50000_vg0144,4d007437-b356-4135-b783-e2da7d50a034,part_15000-20000_vg0019,371cbbef-441c-4cb6-813f-ada55ac6db33,0.000000,-4.977547,17.043,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/4d007437-b356-4135-b783-e2da7d50a034.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/371cbbef-441c-4cb6-813f-ada55ac6db33.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/4d007437-b356-4135-b783-e2da7d50a034.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0119.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0119.mp4
120,train,第二批_5%_vg0041,953410cc-7a46-4203-9cc2-e97a08af9316,第二批_5%_vg0046,97b60286-949e-4271-ad7b-8b69a3d5482f,0.000000,-5.875439,19.574,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/953410cc-7a46-4203-9cc2-e97a08af9316.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/97b60286-949e-4271-ad7b-8b69a3d5482f.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/953410cc-7a46-4203-9cc2-e97a08af9316.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0120.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0120.mp4
121,train,part_65000-70000_vg0007,48fa86b6-296c-49f0-aa7e-c0fa945612b3,part_10000-15000_vg0055,2d7ad40d-cdb8-4f36-96f4-e9789362ff2b,0.000000,-4.393171,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/48fa86b6-296c-49f0-aa7e-c0fa945612b3.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/2d7ad40d-cdb8-4f36-96f4-e9789362ff2b.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_65000-70000/48fa86b6-296c-49f0-aa7e-c0fa945612b3.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0121.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0121.mp4
122,train,part_70000-75000_vg0042,59b303c6-16e8-431f-b19e-f9d729174629,part_40000-50000_vg0189,556120a5-5190-4308-90fe-7de9a949e11b,0.000000,-5.862345,20.341,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/59b303c6-16e8-431f-b19e-f9d729174629.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/556120a5-5190-4308-90fe-7de9a949e11b.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_70000-75000/59b303c6-16e8-431f-b19e-f9d729174629.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0122.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0122.mp4
123,train,part_05000-10000_vg0042,19a9ce18-0da8-43de-a713-69b4d2ce6dfa,part_05000-10000_vg0084,2112e5ec-c403-4844-9b81-8941ad418da0,0.000000,-4.573664,5.062,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/19a9ce18-0da8-43de-a713-69b4d2ce6dfa.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/2112e5ec-c403-4844-9b81-8941ad418da0.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_05000-10000/19a9ce18-0da8-43de-a713-69b4d2ce6dfa.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0123.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0123.mp4
124,train,part_25000-30000_vg0067,16141ce2-ad23-4696-86dc-3d1902e595d8,第二批_5%_vg0103,b3ce2f3a-c42f-49d4-aad8-5d762b87541d,0.000000,-4.033853,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/16141ce2-ad23-4696-86dc-3d1902e595d8.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/b3ce2f3a-c42f-49d4-aad8-5d762b87541d.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_25000-30000/16141ce2-ad23-4696-86dc-3d1902e595d8.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0124.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0124.mp4
125,val,part_30000-35000_vg0024,1d20632c-80af-46ba-a334-e186e142012d,part_50000-60000_vg0096,6843d113-836f-4fcf-b1bd-8b4a5b01f0b4,0.000000,-3.225860,19.342,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/1d20632c-80af-46ba-a334-e186e142012d.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/6843d113-836f-4fcf-b1bd-8b4a5b01f0b4.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_30000-35000/1d20632c-80af-46ba-a334-e186e142012d.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0125.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0125.mp4
126,test,第一批_5%_vg0060,1ded0073-6513-45fb-87ae-ae5c4be0f66e,part_85000-90000_vg0051,801f1675-7ffa-4a75-94ac-3bbf06fb2553,0.000000,-4.710090,29.884,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/1ded0073-6513-45fb-87ae-ae5c4be0f66e.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/801f1675-7ffa-4a75-94ac-3bbf06fb2553.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/1ded0073-6513-45fb-87ae-ae5c4be0f66e.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0126.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0126.mp4
127,train,F_CN05_niujingxin,niujingxin_steady_walk_bigstage_shotBC_05,part_65000-70000_vg0026,4b6fa255-5e8c-4c40-9fad-f3444f348128,0.000000,-3.040625,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/F_CN05_niujingxin/niujingxin_steady_walk_bigstage_shotBC_05.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/4b6fa255-5e8c-4c40-9fad-f3444f348128.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/F_CN05_niujingxin/niujingxin_steady_walk_bigstage_shotBC_05.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0127.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0127.mp4
128,train,第一批_5%_vg0137,42dfaaab-33ff-48af-9c51-4b2f604b0788,part_05000-10000_vg0058,1c5d4696-629f-442b-b0a3-6eed0a80f523,0.000000,-4.134285,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/42dfaaab-33ff-48af-9c51-4b2f604b0788.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/1c5d4696-629f-442b-b0a3-6eed0a80f523.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/42dfaaab-33ff-48af-9c51-4b2f604b0788.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0128.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0128.mp4
129,train,part_20000-25000_vg0055,0807476c-6bf0-4b44-9a97-1b019700f11d,part_70000-75000_vg0094,605ebf76-5b3a-4e6e-965f-413b451b3dec,0.000000,-3.720830,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/0807476c-6bf0-4b44-9a97-1b019700f11d.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/605ebf76-5b3a-4e6e-965f-413b451b3dec.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_20000-25000/0807476c-6bf0-4b44-9a97-1b019700f11d.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0129.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0129.mp4
130,train,part_70000-75000_vg0041,599e1f93-c041-4f3c-bd7c-9f418a478666,part_30000-35000_vg0071,23071f3d-b373-4d48-bfe4-ee4dac265c87,0.000000,-3.621324,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/599e1f93-c041-4f3c-bd7c-9f418a478666.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/23071f3d-b373-4d48-bfe4-ee4dac265c87.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_70000-75000/599e1f93-c041-4f3c-bd7c-9f418a478666.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0130.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0130.mp4
131,test,part_85000-90000_vg0082,83f58eb4-689b-4d59-a74d-6ca142de0827,part_40000-50000_vg0080,3ceb09b4-a56c-470c-bc73-193349f579c4,0.000000,-5.528043,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/83f58eb4-689b-4d59-a74d-6ca142de0827.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/3ceb09b4-a56c-470c-bc73-193349f579c4.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/83f58eb4-689b-4d59-a74d-6ca142de0827.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0131.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0131.mp4
132,train,part_75000-80000_vg0000,6117238b-c59d-4863-8161-05cd86169074,part_70000-75000_vg0073,5d8697d3-8e17-4015-b2b6-18edd1a0fb04,0.000000,-5.968155,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/6117238b-c59d-4863-8161-05cd86169074.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/5d8697d3-8e17-4015-b2b6-18edd1a0fb04.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_75000-80000/6117238b-c59d-4863-8161-05cd86169074.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0132.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0132.mp4
133,train,第一批_5%_vg0161,4f1e8105-b49d-4afe-a023-5489e8ae60be,part_50000-60000_vg0021,5a6bf4a3-b813-4bbc-bf84-e06b608d7f48,0.000000,-4.290900,8.000,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/4f1e8105-b49d-4afe-a023-5489e8ae60be.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/5a6bf4a3-b813-4bbc-bf84-e06b608d7f48.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/4f1e8105-b49d-4afe-a023-5489e8ae60be.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0133.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0133.mp4
134,val,第一批_5%_vg0213,68cd797c-df5e-48f0-a715-22cb5c4b9a46,part_10000-15000_vg0015,261afc82-4038-4ac5-953f-3c10f5dff9d2,0.000000,-5.191197,22.105,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/68cd797c-df5e-48f0-a715-22cb5c4b9a46.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/261afc82-4038-4ac5-953f-3c10f5dff9d2.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/68cd797c-df5e-48f0-a715-22cb5c4b9a46.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0134.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0134.mp4
135,train,part_85000-90000_vg0035,7e0e3f4b-49a9-4401-8985-b9d23e29db9c,part_50000-60000_vg0038,5d97f03e-ea9d-4763-88ec-3c5449586860,0.000000,-5.191280,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/7e0e3f4b-49a9-4401-8985-b9d23e29db9c.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/5d97f03e-ea9d-4763-88ec-3c5449586860.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/7e0e3f4b-49a9-4401-8985-b9d23e29db9c.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0135.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0135.mp4
136,train,part_60000-65000_vg0007,403abce2-356b-443e-9ded-ea53ccbb4b11,part_15000-20000_vg0039,3aa1da75-ce24-46dc-8e9d-065d2c9cca50,0.000000,-3.330024,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_60000-65000/403abce2-356b-443e-9ded-ea53ccbb4b11.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/3aa1da75-ce24-46dc-8e9d-065d2c9cca50.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_60000-65000/403abce2-356b-443e-9ded-ea53ccbb4b11.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0136.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0136.mp4
137,test,part_20000-25000_vg0079,0af96475-3d4e-4c19-9fbc-86edfd24db78,part_30000-35000_vg0080,2453c4ef-494b-4a99-90df-cf3bc194a6a6,0.000000,-5.234697,9.056,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/0af96475-3d4e-4c19-9fbc-86edfd24db78.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/2453c4ef-494b-4a99-90df-cf3bc194a6a6.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_20000-25000/0af96475-3d4e-4c19-9fbc-86edfd24db78.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0137.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0137.mp4
138,train,part_25000-30000_vg0049,13d39e30-40cc-43ed-a22e-5ce6ffca3a49,part_05000-10000_vg0066,1df34cf3-68f4-45ac-a836-f0986b0e62f3,0.000000,-4.013201,29.141,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/13d39e30-40cc-43ed-a22e-5ce6ffca3a49.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/1df34cf3-68f4-45ac-a836-f0986b0e62f3.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_25000-30000/13d39e30-40cc-43ed-a22e-5ce6ffca3a49.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0138.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0138.mp4
139,train,part_90000-95000_vg0024,88faff9c-1eaa-4b8b-a085-73ef9d4ee00b,part_50000-60000_vg0046,5ef0d5de-40ce-46e0-a913-59c60a588f98,0.000000,-5.753052,29.304,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/88faff9c-1eaa-4b8b-a085-73ef9d4ee00b.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/5ef0d5de-40ce-46e0-a913-59c60a588f98.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_90000-95000/88faff9c-1eaa-4b8b-a085-73ef9d4ee00b.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0139.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0139.mp4
140,train,part_60000-65000_vg0055,4622ae23-58f8-471d-a6e5-35a512e9e4da,part_95000-100000_vg0031,966cc8d3-c8e1-4e6f-87df-ab42dab6505a,0.000000,-4.127495,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_60000-65000/4622ae23-58f8-471d-a6e5-35a512e9e4da.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_95000-100000/966cc8d3-c8e1-4e6f-87df-ab42dab6505a.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_60000-65000/4622ae23-58f8-471d-a6e5-35a512e9e4da.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0140.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0140.mp4
141,val,part_15000-20000_vg0004,00b331f0-8dbb-49da-8005-cdcd7dd08855,part_65000-70000_vg0000,48396f06-00b1-4569-8a85-777903b44740,0.000000,-5.405842,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/00b331f0-8dbb-49da-8005-cdcd7dd08855.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/48396f06-00b1-4569-8a85-777903b44740.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_15000-20000/00b331f0-8dbb-49da-8005-cdcd7dd08855.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0141.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0141.mp4
142,train,part_50000-60000_vg0168,74ffaab7-2218-41bb-9ab6-9471eec4e768,part_40000-50000_vg0027,362dea3a-d1a0-402e-955a-4b97ae9141dd,0.000000,-5.205907,4.969,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/74ffaab7-2218-41bb-9ab6-9471eec4e768.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/362dea3a-d1a0-402e-955a-4b97ae9141dd.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_50000-60000/74ffaab7-2218-41bb-9ab6-9471eec4e768.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0142.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0142.mp4
143,train,第二批_5%_vg0058,9d536f97-d794-49b2-a19f-9d98482b1c21,part_15000-20000_vg0040,3abe3934-645b-46e0-9f53-5703587d9aea,0.000000,-3.154971,5.035,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/9d536f97-d794-49b2-a19f-9d98482b1c21.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/3abe3934-645b-46e0-9f53-5703587d9aea.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/9d536f97-d794-49b2-a19f-9d98482b1c21.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0143.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0143.mp4
144,train,第一批_5%_vg0185,5a528a68-47d9-4ad0-bc8b-35c4518acd1b,part_75000-80000_vg0072,6a3919c8-b144-4725-b252-c30ba63775b8,0.000000,-3.894017,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/5a528a68-47d9-4ad0-bc8b-35c4518acd1b.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/6a3919c8-b144-4725-b252-c30ba63775b8.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/5a528a68-47d9-4ad0-bc8b-35c4518acd1b.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0144.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0144.mp4
